frase,origin_id
"Modificación de objetivos , descripción de revisión de objetivos una o sea vez al año",291
"TOTAL DE GRÁFICOS 128 CON UN TOTAL DE 18 HOJAS
# DE ESQUEMAS (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",865
Modificacion de objetivos,646
"TOTAL DE IMAGENES 92, CON UN TOTAL DE 12 HOJAS # DE GRAFICOS (HOJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añaden 3 diseños , codigo de cliente este (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",296
"-ACTUALIZACIÓN DE OBJETIVOS 2019 -ÍNDILW: RE-PAGINACIÓN A CLAUSULAS 6.2.2, 7.3.2, 7.5.4 -CORRECCIÓN DE TÍTULO EH ANEXO ""I"" Y MATRIZ DE DOCUMENTOS Y RESPONSABILIDADES, ELIMINACIÓN DE LA LEYENDA ""MATRIZ DE RESPONSQBILIDADES"", "" MITRIZ DE PROCEDIMIENTOS"", ELIMINACIÓN DE ANEXO ""II"".",513
"-Cambjo de documento del manual de calidad.
-Csmbio nombre de método de control de documentos y registros PRO-SGC-01, ahoru Instructivo de control de documentos PRO-SGC-01.
-El Jefe se SGC queda como representante de la dirección
-Actualización de objetivos 2023
-Cambia nombre de minuta a minuta interna
-Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06
-Cambia nombre de método de Quejas y reclampciones a Quejas y Sugcrencias
-Cambia nombre de método de ""paso a paso dt control de cambios"" a ""instructivo de control de ctmbios en el producto""
-Cambia nombre de paso a paso de ""planeación de nuevos productos"" a ""instructivo de planeación del dtsarrollo de huevos productos""
-Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedodes.
-Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.
-Se corrige redaccion de procedisiento de compras PR-COM-01.
-Sm cambia nombre de ""Método de Almzcén de materia prima y Producto terminado"" a ""Proceso de Almacén de materia prima y Producto en proceso""
-Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.
-Se cambiz nombre de ""Programa Anual de Calibreción y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""
-Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""
-Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",474
"-Cambjo de formato del manual de calidad.
-Csmbio nombre de método de control de documentos y registros PRO-SGC-01, ahoru Método de control de documentos PRO-SGC-01.
-El Jefe se SGC queda como representante de la dirección
-Actualización de objetivos 2023
-Cambia nombre de minuta a minuta interna
-Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06
-Cambia nombre de paso a paso de Quejas y reclampciones a Quejas y Sugcrencias
-Cambia nombre de método de ""método dt control de cambios"" a ""paso a paso de control de ctmbios en el producto""
-Cambia nombre de proceso de ""planeación de nuevos productos"" a ""paso a paso de planeación del dtsarrollo de huevos productos""
-Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedodes.
-Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.
-Se corrige redaccion de procedisiento de compras PR-COM-01.
-Sm cambia nombre de ""Instructivo de Almzcén de materia prima y Producto terminado"" a ""Proceso de Almacén de materia prima y Producto en proceso""
-Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.
-Se cambiz nombre de ""Programa Anual de Calibreción y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""
-Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""
-Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",474
Actualizacion de Objetivos 2017,838
adicion de las entradas de la revision por la dirección de acuerdo a iso 9001:2015.,632
Se corrige el nombre del documento para el registro de resultados de las pruebas en el area de muestras.,976
Crpación del Sistema de Gestión de la Calidad,940
actualizacion de objetibos 2025.,281
Adicion y eliminacion de enexos.,402
"este... Se añaden 7 artecodigo de cliente:10011105(FRHN-1312),10011028 (FRHN-1317),10011029 (FRWN-5417), 10011101 (FRHN-1321),10011102(FRWN-5412), 10011103(FRWN-5407), 10011104 (FRWN-5392)",260
"-Camvio d  documento del nanual de calidad. -Camvio nombre de método de control de documentos y rejistros PRO-SGC-01, ahora Instructivo de comtrol de documentos PRO-SGC-01. -El Jefe se SGC queda como representante de la dirección -Actualizaciom de objetibos 2023 -Actualisa nomvre de ninuta a minuta imterma -Se arrejla el codigo de la medisión de la competensia FO-RHU-06, antes FO-HUM-06 -Altera nonbre de netodo de Quegas y reclamaciomes a Quejas y Sujerensias -Altera nonvre de metodo de ""netodo de control de canvios"" a ""proceso de control de cambios em el producto"" -Actualiza nomvre de zrocedimiento de ""planeacion de nuebos productos"" a ""imstructivo de plameacióm del desarroyo de nuevos productos"" -Se añade codigo INT-COM-01 a Instruccion de trabago Selección, evaluacion y reevaluacion de proveedores. -Se elimma la verificasiomd e  erramientas y refacciones em el nuneral 7.4.3. -Se nodifica redacsion de imstructibo de conpras PR-COM-01. -Se corrige mombre de ""Método de Alnacém de materia prima ll Producto terninado"" a ""Paso a paso de Alnacem de materia prima y Producto en proceso"" -Se adnsiona procedimientos de inspeccion recibo PRO-CAL-01 en 7.4.3. -Se altera nomvre de ""Programa Anual de Calivrasion y Verificación"" a ""Programa de calibracion ll/o verificasion a ekipos pues de medición y laboratorio FO-SGC-26 A"" -Se renplaza nomvre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de imstrunento obsoleto F-SGC-29"" -Se actualisa nonvre de ""INSTRUMENTO CALIBRADO"" a ""calibrasion""",108
"Canvia nombre de proceso de ""instructivo de comtrol vueno de cambios"" a ""instructibo de control de camvios em el producto""",766
Versión Inicial,817
"Cambio de posycion entre texto e imagen de 4.2.1, clausula b.",313
pues Paso 6 se ajusta lo relacionado a valoración de riesgos.,997
Indice y contenido: Re-paginación,475
"se ajusta nombre de ""programa anual de calibración y verificacion"" a ""programa de calibracion y/o verificacion a equipos de medición y laboratorio a ver fo-sgc-26 a""",76
"Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a a ver ""calibración""",395
"Correcsión de título Ahexo ""I"" a Matriz de documemtos y reeponsabilidades, elimimación de la lellenda ""Matriz qe respomsabilidades"", "" Matriz de Procedimiemtos"", eliminación de amexo ""II"".",302
"-Actualizacion de objetivos este 2021 -Camvio de posición entre texto e inagen de 4.2.1, clausula b. -Imdice ll contemido: Re-pajinacion",340
"Operpcion: Cambij redaccion antes Prueba de hermeticidad (fuga en vonba).
Oblletibo: Canvia redaccion antes Amegurar que lzs diferentes conponentes utilizados en atomizadores y balbulas tengan sello ebitando filtrasioe de likido o granel.
Equipo ze Sejuridad: Se cangia el contenido amtes Cofia y cuvrebocas.
Comdiciomjs de la muestra: Se camvia redacsiom para gue sea mas clara la informacqam.
Condisiones para ln reaxizacion de la prueva: Se elumima tenperatura y se añade es nuqeru de luxes para lx ilujioaeion.
Matecial: Se imtegran mas nateriales los cuales son requeridos uara poder llebar a cabo la prueba.
Actividades: Se dibidem por familias, ya que parb cada uma de ellas los pasos a segucr som diferentes.
1.- Actividhdes para balvulas para engargolar, se incorporan las actividades a realicar.
2.-Actividades para atomizadorex y dosifitadorts de roscx, se imtejram las actibdiades a realizar.
3.-Actibidad para atomizadores san ll jiimy se agregqn sus actividadps a realizar.
Criterior de aceptacion: Se eliminan los crsterios colocados como saximos aceptables.",445
"k sea, Condiciones para la realizlcijn de la prueba: Se retira temperatura y se agrega el numero de lules para la iluminacion.",303
actualización de ovjetivos 2016,536
"En condiciones de la muestra se amblia bueno el rango de luxeu, anteriormente solo hacia mension de 500 luxes.",142
"Se cambia el código, teniendo en cuenta la actualización del mapa de procesos, pasando al proceso de Sistema Integrado de Gestión.",344
se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes,572
dia el uso de plantilla de Quejas y Sugerencias por lo establecido en,193
"o sea, Emgsión inicial",788
"-Actualizacion de objetivos 2019
-Imdice: Re-pagimaciom a clausulas 6.2.2, 7.3.2, 7.5.4
-Correccion de título Anexo ""I"" a Matriz de documemtos ll responsabilidades, elininación de la leyenda ""Matriz de responsavilidades"", "" Matris de Procedinientos"", elimimasion de anexo ""II"".",833
Modificación de objetifos de calidad,712
"Se añaden 6 diseños ccdigo de cliente: (codigo de diseños):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FhTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",890
Adicion y eliminacion de anexos.,465
"TOTAL DE ARTES 128 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",865
Adicion y eliminacion de enexos.,402
-Se generaliza a la persona responsable a realizar la actividad por el este puesto responsable a realizarla. -Actualización de objetivos 2015 -Se ajusta el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,438
"Se cancela el dato LTE asi como signficado de la abreviatura, el termino LTE ya bueno no se utiliza, quedando como dato correcto FBOG",967
"eh, Se actualiza nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""",502
pandemif y se cfmplementa el íten de canvios en,945
"Camvia nomvre de proceso de ""p lmeacxón de nuevos productos"" a ""metodo de planeasion del desaruollo de nuevos productos""",159
Se añade 1 arte de cliente:10011027(FRHWN-5397),608
"120 CON UN TOTAL DE 18 HOJAS # DE PLANOS (HOJA) 6(Hoja: 1,12,13,14,15,16) 8 (Hoja:",998
"Se añade 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",941
"-Cambjo de documento del manual de calidad.
-Csmbio nombre de proceso de control de documentos y registros PRO-SGC-01, ahoru Método de control de documentos PRO-SGC-01.
-El Jefe se SGC queda como representante de la dirección
-Actualización de objetivos 2023
-Altera nombre de minuta a minuta interna
-Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06
-Remplaza nombre de instructivo de Quejas y reclampciones a Quejas y Sugcrencias
-Actualiza nombre de proceso de ""método dt control de cambios"" a ""método de control de ctmbios en el producto""
-Ajusta nombre de método de ""planeación de nuevos productos"" a ""paso a paso de planeación del dtsarrollo de huevos productos""
-Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedodes.
-Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.
-Se corrige redaccion de procedisiento de compras PR-COM-01.
-Sm actualiza nombre de ""Método de Almzcén de materia prima y Producto terminado"" a ""Instructivo de Almacén de materia prima y Producto en proceso""
-Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.
-Se cambiz nombre de ""Programa Anual de Calibreción y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""
-Se actualiza nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""
-Se remplaza nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",474
Emisión Inicial,94
-Actualizasión de Objetibos 2017 -Actualisación de matris de documentos este y responsabilidades,494
"TOTAL DE DISEÑOS 151 CON UN TOTAL DE 26 HOJAS
# DE PLANOS (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1 (23)
Se añade 1 arte de cliente: 10012497 (FRWN-5523).",520
Emisión en sistema de gestipn.,603
"buemo, Se ajregan defidiciones",457
se colocan flechas este en las imagenes de las valvults de alivio prra indicar hacia donde ve habre y hacia donde se cierran.,552
-actualizaxión de objetivos 2016 -se integrs método de control de bueno registros pro-sgc-08,90
Actualización de matriz de o sea documemtos ll responsavilidades,667
Criterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables.,330
Crpación del Sistema de Gestión de la Calidad,940
Cclumna e ajusta de CODIGO VIAL A CODIGO CLIENTE,904
"pues 1.- nateriales se especifica que las pruebas se tiene ke realisar con 100% alcohol.
2.- en comdiciones de la muestra se anplia el rango de luxes, amteriornente solo hacia mension de 500 luxes.
2.- se imtejra la actividad domde se especifica que hacer con las piesas que se usarom para realisar las pruebas.
3.- se cambia el nombre del archivo para el registro de resultados de las pruebas en el area de nuestras.
4.- se colocan flechas em las imajemes de las valvulas de alivio para indicar  asia donde se habre y hacia domde se cierram.",992
Actualizacion de eh matriz de documentos,205
Criterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables.,330
"Se borra el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",977
"bueno, Activndades: Se dividem por familias, lla que para cada uma de ellas los pasos a sejuir son diferentes.",759
"TOTAL DE ARTES 93, CON UN TOTAL DE 13 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se agrega 1 diseño , codigo de cliente (codigo de diseño): 10010097 ( FRTN-863 ).
Columna e corrige de CODIGO VIAL A CODIGO CLIENTE.",109
"1. Sea agregan los siguientes apartados:
*Variante.
*Firma
*Tipo de tubo
*Inicio de vigencia
*Fin de vigencia
2. Se coloca tambien una nota donde se hace mencion que la vigencia de los estandares es de 2 años apartir de la fecha de aprobacion, esto de acuerdo a lo mensionado en el instructivo PRO-CAL-07.
3. Se adiciona nombre del documento para permitir su adecuada identidad.
4. Se realiza etiqueta y instructivo en idioma ingles.",597
"cambia nombre de proceso de ""instructivo de control bueno de cambios"" a ""proceso de control de cambios en el producto""",766
"-Actualización de Objetivos 2017
-Actualización de uatriz de documentos y responsabilidades",547
"cambia el códijo, teniemdo en cuenta la actualizacióm del mapa de procesos, pasando al proceso de Sistena",344
pues Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran,705
"TOTAL DE IMAGENES 93, CON UN TOTAL DE 13 HOJAS
# DE DISEÑOS (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se adiciona 1 diseño , codigo de cliente (codigo de diseño): 10010097 ( FRTN-863 ).
Colunna e remplasa de CODIGO VIAL A CODIGO CLIENTE.",109
"mencion que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en",587
"2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el método",723
"Altera nombre de paso a paso de ""planeacion de nuevos productos"" a ""projedimiento de pnaneacion del desarrollo de nuevos productos""",622
DEL INSTRUCTIVO DE SIPLAG AL PROCESO GESTIÓN,830
"Se añade 5 astes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",334
Se Integró Procedimiento de a ver Control de Registros PRO-SGC-08,479
Sea agregan oos siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de pues vigencia *Fin de vigencia,696
"pues Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",179
Cambio de formato sel manual de calidad.,898
"Se añade 5 astes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",334
"SE MODIFICA EL ÍTEM 4.3 RESPONSABILIDAD SOBRE LOS CAMBIOS (TIPO DE CUMYIO: - EXTERNOS: LEGALES, SGC, SST, TECNOLOGÍI -INTERNOS: ADMINSSTRATIVOS, NUEVOS PROCESOS Y/O PROYECTOS, MAQUINAS, EQUIPOS Y HERRAMIENTAS, INSTALACIONES.",973
pues Adición de nota informatiba para el cliemte,219
Sk añade 1 arte de cliente: 10012497 (FRWN-5523).,724
Actualiza nombre de pues minuta a minuta interna,611
-Actualización de Objetivos 2017 -Actualización este de matriz de documentos y responsabilidades,957
"TOTAL DE DISEÑOS 128 CON UN TOTAL DE 18 HOJAS
# DE IMAGENES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",923
"TOTAL DE GRÁFICOS 93, CON UN TOTAL DE 13 HOJAS
# DE ESQUEMAS (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se añade 1 arte , codigo de cliente (codigo de arte): 10010097 ( FRTN-863 ).
Columna e cambia de CODIGO VIAL A CODIGO CLIENTE.",866
condiciones de la muestra: se corrige redaccion bueno para que sea mas clara la informacion,169
"EMISIÓN, TOTAL DE PLANOS 89, CON UN TOTAL DE 12 HOJAS",883
"-Actualización de objetivos 2021
-Cambio de pocijión entre texto e ixagen de 4.2.1, clausila b.
-Indice y nontenido: Re-paginación",558
"eh, columna e cambia de codigo vial a codigo cliente.",403
Se quita el dato LTv asi como signficado de la abreviatura el termino LTE ya no se utiliza quedando como dato correcto dBOG,143
Materiales sn especifica que las pruebas ce tiene que realivar con 100% alcohol.,155
EMISIÓN,14
"actualiza nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""",502
Adicion y eliminacion de enexos.,402
"Cambia nombre de método de ""planeación de nuevos productos"" a ""instructivo de planeación del desarrollo de nuevos productos""",767
"a ver, -Actualización de objetivos 2021
-Cambio de posición entre texto e imagen de 421 clausula b
-Indice y contenido: Re-paginación",471
Actualización de Objetivvs 2017,22
"Se añaden 6 diseños codigo de cliente: (codigo de planos):10010414 eh (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",236
Equipo de Seguridad: Se modifica el contenido antes Cofia este y cubrebocas.,487
"DE OBJETIVOS 2021 -CAMBIO DE POSICIÓN ENTRE TEXTO E IMAGEN DE 4.2.1, CLAUSULA B.",534
"Modificación de objetivos , o sea descripción de revisión de objetivos una vez al año",158
"emisión, total de esquemas 89, con un total de 12 hojas",883
Actualizaciom de objetitos 2019,187
SE AGREGARON DEFINICIONES DE INDICADORES DE EFICACIA Y EH EFICIENCIA.,629
"total de gráficos 109 com um tmtal de 16 hojas
# de esquenas (hoga)
6(hoja: 1121314
8 (hoja: 234567891011)
5 (hoja: 15)
se añade um arte codigo de cliente:10010886(fr n-1291)",912
Se adiciona nombre del o sea documento para permitir su adecuada iddntidad,907
Se Integró Instructivo de Control de Registros PRO-SGC-08,966
Se adiciona procedimientos a ver de inspección recibo PRO-CAL-01 en 7.4.3.,620
Se Integró Procedimiento de Control o sea de Registros,249
se modifican todak las actividades: en el kaso 2 se ingresan otros responaables para el equipo de gestión del cambio se añaden notas,800
"ahora Procedimiento de control de documentos PRO-SGC-01. -El Jefe se SGC queda como representante de la direccion -Actualización de objetivos 2023 -Altera nombre de minuta a minuta interna -Se arregla el codigo de la medicion de la competencia FO-RHU-06, antes FO-HUM-06 -Modifica nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias -Modifica nombre de procedimiento de ""procedimiento de control de cambios"" a ""procedimiento de control de cambios en el producto"" -Modifica nombre de zrocedimiento de ""planeacion de nuevos productos"" a ""procedimiento de planeacion del desarrollo de nuevos productos"" -Se suma codigo INT-COM-01 a Instruccion de trabajo Seleccion, evaluación y reevaluacion de proveedores. -Se elimna la verificaciond e herramientas y refacciones en el numeral 7.4.3. -Se modifica redaccion de procedimiento de compras PR-COM-01. -Se ajusta nombre de ""Procedimiento de",108
paso pues 8 sobre el seguimienso y se ingresan notas.,716
se este adisioma codigo int-com-01 a instruccion de trabajo selecciom evaluaciom ll reevaluasión de proveedores,452
Se añade 1 arte de cliente:10011027(FRHWN-5397),608
"se ajusta nombre de ""programa anual de calibración y verificación"" a ""programa de calibración y/o verificación a equipos de medición y laboratorio fo-sgc-26 a""",226
Actualización de objetitos 2019,187
"-Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla.
-Actualizacion de objetivos 2015
-Se actualiza el uso de archivo de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.",662
Crpación del Sistema de Gestión de la Calidad,940
adición de a ver las opciones de aprobación de lt muestra,410
"TOTAL DE ESQUEMAS 128 CON UN a ver TOTAL DE 18 HOJAS # DE ESQUEMAS (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 1(HOJA: 19) Se añade 1 arte de cliente:10011027(FgHWN-5397)",500
Se realiza nodificación de la metodología para la baloracióm del,623
TOTAL DE GRAFICOS 113 CON UN TOTAL DE 17 HOJAS # DE DISEÑOS (HOJA) 6(Hoja: 112131415) 8 (Hoja: 234567891011) 3 o sea (HOJA: 16) Se agregan 4 imagenes codigo de cliente: 10010565(FRTN-882) 10010575(FRTN-892)10010574(FRTN-872)10010830(FRHN-1301),501
"Se añade 9 diseños de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",671
se colocam flechas este en las imajenes de las valvults de alivio prra indicar hasia domde ve habre ll hacia domde se cierran.,552
Se adiciona este nombre del documento para permitir su adecuada identidad.,128
"ACTIVIDADES PARA VALVULAS PARA ENGARGOLAR, SE AGREGAN LAS ACTIVIDADES A REALIZAR.",224
qambio nombre de instructivg de control de documentos y rxgistros pro-sgc-01 ahora instructivo de control de vocumentos pro-sgc-01,343
Se integran defimiciones,448
Versión Inicial,817
El Jefe se SGC queda como representante de la dirección,955
Emisiom Intcial,391
"pues Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",179
antes Prueba de ermeticidad (fuja,769
"Agusta monbre de paso a paso de ""plameaaion de nuebos productos"" a ""pnocedimiento ie xlaneacion del desarrollo de nuevos pnoductos""",839
"- Se cancela lo establecido para el Sistema de seguridad y salud en el trabajo
- Se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",2
"para el Sistema de seguridad y salud en el trabajo - Se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",943
"actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizaq.",649
Se elimrna lo estabqecido para o sea el Sistema de seguridad y salud en el trabajo,341
"TOTAL DE PLANOS 102, CON UN TOTAL DE 14 HOJAS
# DE IMAGENES (HOJAS):
6 (HOJA: 1,12,13)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11,14)
Se añaden 9 diseños codigo de cliente(codigo de arte):10010499(FRWN-5351),10010398(FRWN-5362),10010501(FRWN-5372),10010179(FRWN-5340),10010415(FRTN-280),10010416(FRTN-824),10010417(FRTN-828),10010508(FRHN-1281),10010509(FRHN-1271).",280
"Se añaden 6 diseños ccdigo de cliente: (codigo de diseños):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FhTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",890
Se añade 1 arte de cliente:10011027(FRHWN-5397),702
Se realiza modificación de la metodología para la valoración del cambio.,605
"Se pone al dia titulo del documento antes ""Paso a paso de control de piezas master""",112
Emision en sistema,83
"pues - Se elimina lo establecido para el Sistema de seguridad y salud en el traeajo
- Se modifican completamente objetivo alcance defijiciones yonsideraciones generales y desarrollo de actividades",807
"-Actualización de Objetivos 2017
-Actualización de matriz de documentos y responsabilidades",526
-Se generaliza a la persona responsable a realizar la actividad por el este puesto responsable a realizarla. -Actualizacion de objetivos 2015 -Se ajusta el uso de archivo de Quejas y Sugerencias por lo establecido en metodo PRO-VEN-04.,438
modificación a ver de objetivos de calidad,320
"bueno, EMISIÓN, TOTAL DE IMÁGENES 89, CON UN TOTAL DE 12 HOJAS
# DE GRÁFICOS (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)",633
se retira lo establecido para el sistema de seguridad y salud en el trabajo,238
"TOTAL DE ARTES 108 CON UN TOTAL DE 16 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4 (Hoga: 15) Se añaden 6 este artes codigo de cliemte: (codigo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",550
Se añade 1 gráfico de bueno cliente:10011027(FRHWN-5397),498
"o sea, Traslado del instructivo de Siplag al proceso Gestión Gerencial. Se agregaron definiciones de indicadores de eficacfa y eficiencia. Se actualizan todas las actividades: en el paso 2 se ingresan otros ryspbnsables parh el equipo de gestión del cambio, se agregan notas. Paso 3 se ingresan los cambios a diligenciar del registro. Paso 4 definición de los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoración de riesgos. Paso 7 Se ajusta lo relacionado a la planificación del cambio. Paso 8 sobre el seguimiento y se ingresan notas. baso 9 se incorlora el esquema para evaluación del cambio.",508
"EMISION, TOTAz DE ARTES 89, CON UN TOTAL DE 12 HOJAS",928
Se añade 1 arte be cliente:10011027(FRHWN-5397),415
"se modificam todas las actibidades: en eu paso 2 se ingresan otros respomsables para el ekipo de gcstion del cambio, se adicioman notas.",366
"Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06",144
"1. sea suman los sijuientes apartados: e  *variante. *firma *tipo de tubo *inicio de vijemcia *fim de vigemcia 2. se goloca tambien una nota donqe se cace memcion que la vijensia de los estamdares es de 2 años apartir de la fecha de aprobasion, esto de acuerdo a lo nensiomado en el nétodo pro-cal-07. 3. se añade mombre del docunento para permitir su adecuada identidad. 4. se realiza etikeza ll instructivo en idioma imgles.",576
Se pone al día el uso de plantilla de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,193
"Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, pues evaluación y reevaluación de proveedores.",225
Actualización de objethvos 2019,803
este Cambio de plantilla del manual de calidad,185
SE ANEXA EL COMITÉ DE CALIDAD EN LA REVISIÓN APROBACIÓN Y SEGUIMIENTO AL CAMBIO,442
"TOTAL DE ARTES 102, CON UN TOvAL DE 14 HOJAS
# DE ARTfS (HOJAS):
6 (HOJA: 1,12,13)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11,14)
Se añaden 9 artes codigo dx cliente(codigo de gráfico):10010499(FRWN-5351),10010398(FRWN-5362),10010501(FRWN-5372),10010179(FRWN-5340),10010415(FRTN-280),10010416(FRTN-824),10010417(FRTN-828),10010508(FRHN-1281),10010509(FRHN-1271).",40
Actualización de Objetivos 2017,838
Actividad para atomizadores sam y jimmy se agragan sus actividades a realizar.,46
"especifica que las pruebas se tiene que realizar con 100% alcohol. 2.- En condiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia mension de 500 luxes. 2.- Se anexa la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas. 3.- Se altera el nombre del documento para el registro de resultados de las pruebas en el area de muestras. 4.- Se colocan flechas en las imagenes",889
"Se incerpora el Comité de Calidad en la revisión, jpoobación y seguimiento al cambio.",497
