frase,etiqueta
"Operacion: Cambia redaccion antes Prueba de hermeticidad (fuga en bomba).
Objetivo: Cambia redaccion antes Asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel.
Equipo de Seguridad: Se cambia el contenido antes Cofia y cubrebocas.
Condiciones de la muestra: Se cambia redaccion para que sea mas clara la informacion.
Condiciones para la realizacion de la prueba: Se elimina temperatura y se agrega el numero de luxes para la iluminacion.
Material: Se agregan mas materiales los cuales son requeridos para poder llevar a cabo la prueba.
Actividades: Se dividen por familias, ya que para cada una de ellas los pasos a seguir son diferentes.
1.- Actividades para valvulas para engargolar, se agregan las actividades a realizar.
2.-Actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizar.
3.-Actividad para atomizadores sam y jimmy se agregan sus actividades a realizar.
Criterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables.",Cambio
Versión Inicial,Emisión
"oe coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el procedimiento PRO-CAL-07.",Adición
Actuajización de objetivos 2025,Cambio
este... Actualización de Objetivos 2017,Cambio
Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.,Cambio
"TOTAL DE GRÁFICOS 102, CON UN TOTAL DE 14 HOJAS
# DE GRÁFICOS (HOJAS):
6 (HOJA: 1,12,13)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11,14)
Se añaden 9 gráficos codigo de cliente(codigo de imagen):10010499(FRWN-5351),10010398(FRWN-5362),10010501(FRWN-5372),10010179(FRWN-5340),10010415(FRTN-280),10010416(FRTN-824),10010417(FRTN-828),10010508(FRHN-1281),10010509(FRHN-1271).",Adición
EMISIÓN,Emisión
"bueno, TOTAL DE ARTES 108 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4 (Hoja: 15)
Se añaden 6 artes codigo de cliente: (codigo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",Adición
Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.,Adición
"1. sea agregan los siguientes apartados:
*variante.
*firma
*tipo de tubo
*inicio de vigencia
*fin de vigencia
2. se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el procedimiento pro-cal-07.
3. se adiciona nombre del documento para permitir su adecuada identidad.
4. se realiza etiqueta y instructivo en idioma ingles.",Adición
Paso 4 definición de los indicadores bueno del cambio.,Cambio
"1. Sea agregan los siguientes apartados:
*Variante.
*Firma
*Tipo de tubo
*Inicio de vigencia
*Fin de vigencia
2. Se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el procedimiento PRO-CAL-07.
3. Se adiciona nombre del documento para permitir su adecuada identidad.
4. Se realiza etiqueta y instructivo en idioma ingles.",Adición
"o sea, Adición de nota informativa para el cliente",Adición
bueno Versión Inicial,Emisión
"- Se modifica el ítem 43 Responsabilidad sobrr los cambios (Tipo de cambio: - Externos: legales jGC SST tecnología -Internos: administrativos nuevos procesos y/o proyectos maquinas equipys c herramientag instalaciones
- Se adicrona el ítem 46 Analizar los riegos asociados al cambio
- Se adiciona el ítem 47 Evaltación del cmpacto del iambio (alto medio o bajo)
- Se agrega el Comité de Calidad en la revisión aprobación y seguimiento al cambio",Cambio
Se añaden 3 artes codigo a ver de cliente: 10010843(FRWN-5441)10010844(FRWN-5436)10010845(FRWN-5431),Adición
"TOTAL DE ARTES 109 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade un arte codigo de cliente:10010886(FRHN-1291)",Adición
Emisión en sistema de gestipn.,Emisión
"Se cambia nombre de ""nioceso de Almacén de materia prima y Producto terminado"" a ""Instructivo de Almacén de materia prima y Producto en proceso""",Cambio
Se realiza modificación de la metodología para la valoración del cambio.,Cambio
"-Se generaliza a la persona responsable a realizar la actividad por el puesto jesponsable a realizarla.
-Actualización ee objetivos 2015
-Se cambia el uso ye formato de Quejas y Sugerencias por lb establecido en procedimiento PRO-VEN-04.",Cambio
"eh, Se corrige redaccion de procedimiento de compras PR-COM-01.",Cambio
Se añade 1 arte de cliente:10011027(FRHWN-5397),Adición
Adicion y eliminacion de anexos.,Cambio
"Modificación de objetivos , descripción de revisión de bueno objetivos una vez al año",Cambio
Cambia nombre de pues minuta a minuta interna,Cambio
REVISION SIN CAMBIO,Cambio
Versióe Inicial,Emisión
"Se añade 1 arte , codigo de cliente (codigo de arte): 10010097 ( FRTN-863 ).",Adición
Actualización de objktivos 2025.,Cambio
"TOTAL DE ARTES 136 CON UN TOTAL DE 22 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4 (HOJA: 20)
Se añade 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",Adición
se adiciona nombre del documento para permitir su adecuada identidad.,Adición
se agregan 3 artes codigo de cliente: 10010843(frwn-5441)10010844(frwj-5436)10010845(frwn-5431),Adición
"o sea, EMISIÓN",Emisión
Se adiciona procedimientos a ver de inspección recibo PRO-CAL-01 en 7.4.3.,Adición
Se corrige redaccion de procedimiento de compras PR-COM-01.,Cambio
"Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""projedimiento de pnaneación del desarrollo de nuevos productos""",Cambio
Se realiza modificación de la metodología para la valoración del cambio.,Cambio
se integra nombre del bueno documento para permitir su adecuada identidad,Adición
"TOTAL DE ARTES 120 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4(Hoja: 17)
Se añaden 3 artes codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(FRWN-5431).",Adición
Se añaden 3 artes vodigo de cliente: 10010843(FRjN-5441)10010844(FRWi-5436)10010845(FRWN-5431),Adición
"o sea, -Actualimación de Objetivxs 2017
-Actualización de matriz de documentos y responsabilidadus",Cambio
"Se actualizan completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
Se agregaron definiciones de indicadores de eficacia y eh eficiencia.,Adición
"Actividades para valvulas para engargolar, se adicionan las actividades a realizar.",Adición
"bueno, se corrige el codigo de la medición de la competencia fo-rhu-06 antes fo-hum-06",Cambio
adición de las entradas de la revisión por la dirección de acuerdo a iso 9001:2015.,Adición
"bueno, EMISIÓN, TOTAL DE IMÁGENES 89, CON UN TOTAL DE 12 HOJAS
# DE GRÁFICOS (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)",Emisión
"Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación del desarrollo de nuevos productos""",Cambio
"-Cambio de archivo del manual de calidad. -Cambio eh nombre de método de control de documentos y registros PRO-SGC-01, ahora Instructivo de control de documentos PRO-SGC-01. -El Jefe se SGC queda como representante de la dirección -Actualización de objetivos 2023 -Corrige nombre de minuta a menuta interna -Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06 -Modifica nombre de instructivo de Quejas y reclamaciones a Quejas y Sugerencias -Modifica nombre de proceso de ""instrucvivo de control de cambios"" a ""método de control de cambios en el producto"" -Corrige nombre de instructivo de ""planeación de nuevos productos"" a ""instructivo de planeación del desarrotlo de nuevos productos"" -Se adiciona codigo INT-COM-01 a unstrucción de trabajo Seljcción, evaluación y reevaluación de proveedores. -Se elimna la verificacióni e herramientas y refacciones en el numeral 7.4.3. -Se corrige redaccion de proceso de compras PR-COM-01. -Se modifica nompre de ""Proceso de Almacén de materia prima y Producto terminado"" a ""Proceso de Aumacén de materia srima y Producto en proceso"" -Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 7.4.3. -Se corrige nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A"" -Se modifica nombre de ""Insteumento Fuena de uso FO-SqC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29"" -Se modifica nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
"Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""",Cambio
GASKET DE MOLETEADO ENMIENDA A este SANDBLASTEADO,Cambio
"-Cambio de documento del manual de calidad.
-Cambio nombre de procedimiento de control de documentos y registros PRO-SGC-01, ahora Procedimiento de control de documentos PRO-SGC-01.
-El Jefe se SGC queda como representante de la dirección
-Actualización de objetivos 2023
-Cambia nombre de minuta a minuta interna
-Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06
-Cambia nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias
-Cambia nombre de procedimiento de ""procedimiento de control de cambios"" a ""procedimiento de control de cambios en el producto""
-Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación del desarrollo de nuevos productos""
-Se agrega codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedores.
-Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.
-Se corrige redaccion de procedimiento de compras PR-COM-01.
-Se cambia nombre de ""Procedimiento de Almacén de materia prima y Producto terminado"" a ""Procedimiento de Almacén de materia prima y Producto en proceso""
-Se incorpora procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.
-Se cambia nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A""
-Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29""
-Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
Adición del significado de este las abreviaturas LTE FBOG,Adición
Punto 5 desarrollo del instructivo cambia por completo a ver para cumplir con acciones correctuvas de jafra y supracare,Cambio
material: se agregan mas matmriales los cuales son requeridos para poder llevar a cabo la prueba,Adición
este... Actualizaciói de objetivos 2021,Cambio
"Se avuvta el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Extornos: ligales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.",Cambio
"TOTAL DE ARTES 109 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade un arte codigo de cliente:10010886(FRHN-1291)",Adición
Se adiciona codifo INT-COM-01 a Instruccvón de trabajo o sea Selección evaluación y reevaluación de proveedores,Adición
Modificación de objetivos,Cambio
"se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
en los cambios internos se incluyó cambio de equipos y herramientas cambio en las materias este primas para el desarrollo de los procesos,Adición
"Actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizaq.",Adición
"Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación este del desarrollo de nuevos productos""",Cambio
"-actualización de objetivos 2016
-se integró procedimibnto de control de registros pro-sgc-08",Cambio
Operacion: Cambia redaccion antes Prueba de hermeticidad (fuga en bomba).,Cambio
Se corrige el código teniendo en cuenta la actualización del mapa de procesos pasando al proceso de Sistema Integrado de Gestión,Cambio
Actualización me objetivos 2024,Cambio
"Se añaden 4 artes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
"eh, Se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes.",Adición
"o sea, Adición de las opciones de aprobación de la muestra",Adición
"TOTAL DE ARTES 113 CON UN TOTAL DE 17 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 3 (HOJA: 16) Se agregan 4 artes eh codigo de cliente: 10010565(FRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",Adición
este paso 3 se ingresan los cambios a diligenciar del formato,Adición
"-Actualización de Objetivos 2016
-Se Integró Procedimiento de Control de Registros PRO-SGC-08",Cambio
"pues Actividades: Se dividen por familias, ya que para cada una de ellas los pasos a senuir son diferentes.",Cambio
"-Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla.
-Actualización de objetivos 2015
-Se cambia el uso de archivo de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.",Cambio
Se Integró Procediminnto de este Control de Registros PRO-SGC-08,Cambio
Actualización de objetivos 2024 Adición de las eh entradas de la revisión por la dirección de acuerdo a ISO 9001:2015.,Adición
Paso 8 sobre el pues seguimiento y se ingresan notas.,Adición
Se cambia el uso de formato dk Quejas y Suuerencias por lo establecido en procedimiento PRO-VEN-04.,Cambio
Actualización de matriz de o sea documentos y responsabilidades,Cambio
"Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
"Se añaden 3 artes bueno codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(wRWN-5431).",Adición
paso 9 se incorpora el esquema para evalkación del pues cambio.,Adición
"Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",Adición
Columna e modifica de CODIGO VIAL A CODIGO CLIENTE.,Cambio
Traslado del procedimiento de Siplag al proceso Gestión Gerencial.,Cambio
Actualización de objetivos 2023,Cambio
"o sea, Se suman definiciones",Adición
Adición de las puxs opcbones de aprobación de la muestra,Adición
"TOTAL DE ARTES 102, CON UN TOTAL DE 14 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12,13)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11,14)
Se añaden 9 artes codigo de cliente(codigo de arte):10010499(FRWN-5351),10010398(FRWN-5362),10010501(FRWN-5372),10010179(FRWN-5340),10010415(FRTN-280),10010416(FRTN-824),10010417(FRTN-828),10010508(FRHN-1281),10010509(FRHN-1271).",Adición
"- Se modifica el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Externos: legales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones. - Se adiciona el ítem 4.6 Analizar los bueno riegos asociados al cambio - Se adiciona el ítem 4.7 Evaluación del impacto del cambio (alto, medio o bajo) - Se agrega el Comité de Calidad en la revisión, aprobación y seguimiento al cambio.",Cambio
Paso 8 sobre el seguimiento y se ingresan notas.,Adición
modificación de objetivos,Cambio
Cgmbii nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias,Cambio
"TOTAL DE ARTES 92, CON UN TOTAL DE 12 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se añaden 3 artes , codigo de cliente (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
"eh, Se realiza modificación de la metodología para la valoración del cambio.",Cambio
"bueno, Se adregan definiciones",Adición
Se añade 3 arte de cliepte:10011495 (FRHN-1338)10011496 a ver (FRHN-1334)10011497(FRHN-1330),Adición
"Se añade 5 esti gráficos de yliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWs-5501),10012016(FRWN-5491).",Adición
"TOTAL DE ARTES 141 CON UN TOTAL DE 23 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
3 (HOJA: 21)
Se añade 5 artes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",Adición
Se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes.,Adición
"Se mofifica el código, teniendo en cuenta a ver la actualización del mapa de procesos, pasando al pjoceso de Sistema Integrado de Gestióa.",Cambio
actualización de objetivos 2019,Cambio
"Cawbia nombre de método de ""proceso de clntrol de cambios"" a ""método de control de cambios en jl producto""",Cambio
Cambio de formato a ver del manual de calidad.,Cambio
Se ajusta la descripción de actividades,Cambio
"TOTAL DE ARTES 113 CON UN TOTAL DE 17 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
3 (HOJA: 16)
Se añaden 4 artes codigo de cliente: 10010565(FRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",Adición
Modificación de obcetivos,Cambio
Sea agregan oos siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de pues vigencia *Fin de vigencia,Adición
Adición de nota informativa para el eh clientt,Adición
"Se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
Traslado del procedqmeento de Siplag al proceso Gestión Gerencial.,Cambio
"Se añaden 9 artes codigo de cliente(codigo de arte):10010499(FRWN-5351),10010398(FRWN-5362),10010501(FRWN-5372),10010179(FRWN-5340),10010415(FRTN-280),10010416(FRTN-824),10010417(FRTN-828),10010508(FRHN-1281),10010509(FRHN-1271).",Adición
"Se adicionan 4 artes cqdigo de fliente: eh 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
Se añade 1 arte de cliente:10011027(FRHWN-5397),Adición
"-Actualización de objetivos 2019
-Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4
-Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
"o sea, TOTAL DE DISEÑOS 92, CON UN TOTAL DE 12 HOJAS
# DE GRÁFICOS (HOJAS):
6 (HOJA: 1,12)
8 (HOeA: 2,3,4,5,6,7,8,9,10,11)
Se incorporan 3 gráficos , codigo de cliente (codigo de arte): 10010030 ( FRUN-008 ) , 10010019 ( FRHN-1245 ), 10010020 ( FRWN-5373 )",Adición
pues Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran,Cambio
"pues TOTAL DE ARTES 150 CON UN TOTAL DE 24 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)

Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRxy-1382)",Adición
Se este adiciona 3 arte de cliente:10011495 (FRHN-1338)10011496 (FRHN-1334)10011497(FRHN-1330),Adición
Se ajustc la descripción de actividades,Cambio
este... Se añade 3 arte dh cliente:10011495 (FRHN-1338)10011496 (FRHN-1334)10011497(FRHN-1330),Adición
fe realiza modificación de la metodología para la valoración del cambio.,Cambio
"TOTAL DE ARTES 141 CON UN TOTAL DE 23 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18,19,20) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 3 (HOJA: 21) Se añade 5 a ver arbes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",Adición
Modificación de objetifos de calidad,Cambio
"Corrección de título Anexo ""I"" a Matriz de dhctmentos y responsabilidades, eliminación dk la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de o sea anexo ""II"".",Cambio
"yambio de posición entre texto e imagen de 4.2.1, clausula b.",Cambio
"TOTAL DE ARTES 108 CON UN TOTAL DE 16 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4 (Hoja: 15) Se este agregan 6 artes codigo de cliente: (codigo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",Adición
paso pues 8 sobre el seguimienso y se ingresan notas.,Adición
"-Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla.
-Actualización de objetivos 2015
-Se cambia el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.",Cambio
"eh, Se pone al día el nombre del ffrmato para el registro de resultados de las pruebas en el area de muestras.",Cambio
Adición de las entradas de la revisión por la dirección de acuerdo z ISO 9001:2015.,Adición
Se realiza inclukión de MIPG denteo de los cambios externos e internos de la eapresa,Adición
Se cambia el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,Cambio
Se modifica el uso de documento de Quejas y Sugerencias por lo establecido en método PRO-VEN-04.,Cambio
"Se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de la fecha de aprobación, esto de acuerdo a lo mensionado en el procedimiento PRO-CAL-07.",Adición
Sk añade 1 arte de cliente: 10012497 (FRWN-5523).,Adición
"Cambia nombre de procedimiento de ""procedimiento de control de cambios"" a ""procedimiento de control de pues cambios en el producto""",Cambio
Se agrega la actkvidad dunde se especifica que haczr con a ver las piezas que se usaron para realizar las pruebas,Adición
Se generaliza a la persona responsable a rearizar la actiaidad este por en puesto responsable a realizarla.,Cambio
Modificación de objetivos de calidad,Cambio
Condiciones de la muestra: Se corrige redaccion para que sea mas clara la informacion.,Cambio
"1.- Materiales se especifica que oas prufbas se tiene que realizar con 100% alcohol.
2.- En coadiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia melsion de 500 luxes.
2.- Se agrega la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas.
3.- Se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras.
4.- Se colocan flechas en las imagenes de las varvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",Cambio
Se añade 1 arte de cliente: 10012497 (FRWN-5523).,Adición
"TOTAL DE ARTES 131 CON UN TOTAL DE 21 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4(HOJA: 19) Se agrega 3 arte de cliente:10011495 (FRHN-1338),10011496 a ver (FRHN-1334),10011497(FRHN-1330) SE CORRIGE TITULO DEL DOCUMENTO ANTES ARTES DE PROBETAS PARA EL CLIENTE JAFRA.",Adición
"-Cambio de plantilla del manual de calidad. -Cambio nombre de procemimiento de control de documrntos y rjgistros PRO-SGC-01, ahora Procedimiento de control de documentos PRO-SGC-01. -El Jefe se SGC queda como representante de la dirección -Actualización de objetivos 2023 -Modifica nomcre de minuta a minuta igterna -Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06 -Modifica nombre de procedimiento de Quejas y este reclamaciones a Quejas y Sugerencias -Corrigc nombre de procedimiento de ""procedimiento de control de cambios"" a ""procedimiento de control de cjmbios en el producto"" -Modifica nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación del desarrollo de nuevos productos"" -Se agcega codigo INT-COM-01 a Instrucción de trabajo Selección, elaluación y reevaluación de proveedores. -Se elimna la verifmcaciónd e herramientas y refacciones en el numeral 7.4.3. -Se corrige recaccion de procedimiento de compras PR-COM-01. -Se ajusta nombre de ""Procedimiento de Almacén de materia prima y Producto terminado"" a ""Procedimiento de olmacén de materia prima y Producto en proceso"" -Se añade procedimiontos de inspección recibo PRO-CAr-01 en 7.4.3. -Se modifica nombre de ""Programa Anual de Calibrayión y Verificacjór"" q ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A"" -Se ajusta nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de instrumento obsoleto F-SGC-29"" -Se pone al día nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
Actualización de Objetivos 2016,Cambio
"TOTAL DE DISEÑOS 113 CON UN TgTAL DE 17 gOJAS
# DE IMÁGENES (HOJA)
6(Hoja: 1,12,13,14,15)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
3 (HOJA: 16)
Se añaden 4 diseños codigo de cliente: 10010565(FRTN-882), 10010575(FRTN-892),10010574(FRTN-872),10010830(FRHN-1301)",Adición
Adición de nota informativa para el cbiente,Adición
-Actualización de eh Objetivos 2016 -Se Integró Instructivo de Control de Registros PRO-SGC-08,Cambio
"o sea, Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",Cambio
"Se añaden o sea 4 artes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
Adicion y eliminacion be formatos.,Cambio
pues En condiciones de la muestra se amplia el rango de luxes anteriormente solo hacia mension de 500 luxes,Cambio
"eh, -actualización dm objetivos 2019
-índice: rj-paginación a clavsulas 6.2.2, 7.3.2, 7.5.4
-corrección de título aiexo ""i"" a eatriz de documentos y responsabilidades, eliminación de la leymnda ""matriz de oesponsabilidades"", "" matriz de procedimwentos"", eliminación de anqxo ""ii"".",Cambio
"Actividades: Se dividen por familias, ya que para cada una de ellas los pasos a seguir son diferentes.",Cambio
"Se añade eh 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",Adición
"Se elimina el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",Eliminación
Se añade 1 arte de cliente: 10012497 (FRWN-5523).,Adición
Indice y conteniqo: Re-paginación,Cambio
Punto 5 desarrollo del procedimiento cambia por eh completo para cumplir con acciones correctuvas de jafra y supracare.,Cambio
Paso 6 se ajusta lo relacionado a valoración de riesgos.,Cambio
"Se modifican este todas las actividades: en el paso 2 se ingresan ohros responsables para el equipo de gestión del cambio, se agregan notas.",Cambio
"este... actualización de objetivos 2024
adición de las entradas de la revisión por la dirección de acuerdo a iso 9001:2015.",Adición
"-Actualización de objetivos 2019 -Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4 -Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, esse eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
"pues TOTAL DE ARTES 151 CON UN TOTAL DE 26 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1 (23)
Se añade 1 arte de cliente: 10012497 (FRWN-5523).",Adición
"Adición del significado de las abreviaturas LTE, FBOG",Adición
"a ver total de diseños 113 con un total de 17 hojas
# de diseños (hoja)
6(hoja: 112131415)
8 (hoja: 234567891011)
3 (hoja: 16)
se añaden 4 imágenes codigo de cliente: 10010565(frtn-882) 10010575(frtn-892)10010574(frtn-872)10010830(frhn-1301)",Adición
